Species,Date,Count,Observer,Location,Comments
RED-WATTLED LAPWING Vanellus indicus,2005-10-20,13,"At Ketam Quarry, Pulau Ubin 13 were counted on",,"At Ketam Quarry, Pulau Ubin 13 were counted on 20/10 (RT) and 13 on 27/10 (RT). 6 were seen at Kranji Reservoir, 22/10 (TB/SH/HHC/CN) and 1 at Neo Tiew Lane 2, 23/10 (LKK/SSL/TJL).  24 counted at Ketam Quarry, Pulau Ubin on 7/11 (RT). 6 counted on Pulau Ubin on 8/11 (LF)."
RED-WATTLED LAPWING Vanellus indicus,2005-10-27,13,and 13 on,,"At Ketam Quarry, Pulau Ubin 13 were counted on 20/10 (RT) and 13 on 27/10 (RT). 6 were seen at Kranji Reservoir, 22/10 (TB/SH/HHC/CN) and 1 at Neo Tiew Lane 2, 23/10 (LKK/SSL/TJL).  24 counted at Ketam Quarry, Pulau Ubin on 7/11 (RT). 6 counted on Pulau Ubin on 8/11 (LF)."
RED-WATTLED LAPWING Vanellus indicus,2005-10-22,6,. 6 were seen at Kranji Reservoir,,"At Ketam Quarry, Pulau Ubin 13 were counted on 20/10 (RT) and 13 on 27/10 (RT). 6 were seen at Kranji Reservoir, 22/10 (TB/SH/HHC/CN) and 1 at Neo Tiew Lane 2, 23/10 (LKK/SSL/TJL).  24 counted at Ketam Quarry, Pulau Ubin on 7/11 (RT). 6 counted on Pulau Ubin on 8/11 (LF)."
RED-WATTLED LAPWING Vanellus indicus,2005-10-23,1,and 1 at Neo Tiew Lane 2,,"At Ketam Quarry, Pulau Ubin 13 were counted on 20/10 (RT) and 13 on 27/10 (RT). 6 were seen at Kranji Reservoir, 22/10 (TB/SH/HHC/CN) and 1 at Neo Tiew Lane 2, 23/10 (LKK/SSL/TJL).  24 counted at Ketam Quarry, Pulau Ubin on 7/11 (RT). 6 counted on Pulau Ubin on 8/11 (LF)."
RED-WATTLED LAPWING Vanellus indicus,2005-11-07,24,".  24 counted at Ketam Quarry, Pulau Ubin on",,"At Ketam Quarry, Pulau Ubin 13 were counted on 20/10 (RT) and 13 on 27/10 (RT). 6 were seen at Kranji Reservoir, 22/10 (TB/SH/HHC/CN) and 1 at Neo Tiew Lane 2, 23/10 (LKK/SSL/TJL).  24 counted at Ketam Quarry, Pulau Ubin on 7/11 (RT). 6 counted on Pulau Ubin on 8/11 (LF)."
RED-WATTLED LAPWING Vanellus indicus,2005-11-08,6,. 6 counted on Pulau Ubin on,,"At Ketam Quarry, Pulau Ubin 13 were counted on 20/10 (RT) and 13 on 27/10 (RT). 6 were seen at Kranji Reservoir, 22/10 (TB/SH/HHC/CN) and 1 at Neo Tiew Lane 2, 23/10 (LKK/SSL/TJL).  24 counted at Ketam Quarry, Pulau Ubin on 7/11 (RT). 6 counted on Pulau Ubin on 8/11 (LF)."
COMMON TERN Sterna hirundo,2005-10-16,3,“Several” at Changi North,,"“Several” at Changi North, 16/10 (LKC)."
LITTLE TERN Sterna albifrons,2005-10-02,10,"At Changi North, 10 on",,"At Changi North, 10 on 2/10 (DA/NK/LKS/LBW/JR) and “several” on 16/10 (LKC). Also 2 off Kranji Nature Trail, 9/10 (LKS)."
LITTLE TERN Sterna albifrons,2005-10-09,2,. Also 2 off Kranji Nature Trail,,"At Changi North, 10 on 2/10 (DA/NK/LKS/LBW/JR) and “several” on 16/10 (LKC). Also 2 off Kranji Nature Trail, 9/10 (LKS)."
BLACK BAZA Aviceda leuphotes,2005-10-30,2,2 seen at Neo Tiew Lane 2,,"2 seen at Neo Tiew Lane 2, 30/10 (SBG).   7 at Pulau Ubin, 7/11 (LF), 5 seen flying south-west at Tuas West Drive, 11/11 (LKS), 2 low over the Seletar Expressway, 23/11 (AC), 12 at Lorong Halus, 26/11 (SA/LKS), 3 over Punggol, 27/11 (JC/LKS/NSC), 1 at Pulau Ubin, 27/11 (TSK) and 1 over Kranji Expressway, 29/11 (LKS).  2 at Dairy Farm Road, 24/12 (DL/LKS/LBW/AOY).   Singapore Avifauna Volume 19 No 4"
BLACK BAZA Aviceda leuphotes,2005-11-07,7,.   7 at Pulau Ubin,,"2 seen at Neo Tiew Lane 2, 30/10 (SBG).   7 at Pulau Ubin, 7/11 (LF), 5 seen flying south-west at Tuas West Drive, 11/11 (LKS), 2 low over the Seletar Expressway, 23/11 (AC), 12 at Lorong Halus, 26/11 (SA/LKS), 3 over Punggol, 27/11 (JC/LKS/NSC), 1 at Pulau Ubin, 27/11 (TSK) and 1 over Kranji Expressway, 29/11 (LKS).  2 at Dairy Farm Road, 24/12 (DL/LKS/LBW/AOY).   Singapore Avifauna Volume 19 No 4"
BLACK BAZA Aviceda leuphotes,2005-11-11,5,5 seen flying south-west at Tuas West Drive,,"2 seen at Neo Tiew Lane 2, 30/10 (SBG).   7 at Pulau Ubin, 7/11 (LF), 5 seen flying south-west at Tuas West Drive, 11/11 (LKS), 2 low over the Seletar Expressway, 23/11 (AC), 12 at Lorong Halus, 26/11 (SA/LKS), 3 over Punggol, 27/11 (JC/LKS/NSC), 1 at Pulau Ubin, 27/11 (TSK) and 1 over Kranji Expressway, 29/11 (LKS).  2 at Dairy Farm Road, 24/12 (DL/LKS/LBW/AOY).   Singapore Avifauna Volume 19 No 4"
BLACK BAZA Aviceda leuphotes,2005-11-23,2,2 low over the Seletar Expressway,,"2 seen at Neo Tiew Lane 2, 30/10 (SBG).   7 at Pulau Ubin, 7/11 (LF), 5 seen flying south-west at Tuas West Drive, 11/11 (LKS), 2 low over the Seletar Expressway, 23/11 (AC), 12 at Lorong Halus, 26/11 (SA/LKS), 3 over Punggol, 27/11 (JC/LKS/NSC), 1 at Pulau Ubin, 27/11 (TSK) and 1 over Kranji Expressway, 29/11 (LKS).  2 at Dairy Farm Road, 24/12 (DL/LKS/LBW/AOY).   Singapore Avifauna Volume 19 No 4"
BLACK BAZA Aviceda leuphotes,2005-11-26,12,12 at Lorong Halus,,"2 seen at Neo Tiew Lane 2, 30/10 (SBG).   7 at Pulau Ubin, 7/11 (LF), 5 seen flying south-west at Tuas West Drive, 11/11 (LKS), 2 low over the Seletar Expressway, 23/11 (AC), 12 at Lorong Halus, 26/11 (SA/LKS), 3 over Punggol, 27/11 (JC/LKS/NSC), 1 at Pulau Ubin, 27/11 (TSK) and 1 over Kranji Expressway, 29/11 (LKS).  2 at Dairy Farm Road, 24/12 (DL/LKS/LBW/AOY).   Singapore Avifauna Volume 19 No 4"
BLACK BAZA Aviceda leuphotes,2005-11-27,3,3 over Punggol,,"2 seen at Neo Tiew Lane 2, 30/10 (SBG).   7 at Pulau Ubin, 7/11 (LF), 5 seen flying south-west at Tuas West Drive, 11/11 (LKS), 2 low over the Seletar Expressway, 23/11 (AC), 12 at Lorong Halus, 26/11 (SA/LKS), 3 over Punggol, 27/11 (JC/LKS/NSC), 1 at Pulau Ubin, 27/11 (TSK) and 1 over Kranji Expressway, 29/11 (LKS).  2 at Dairy Farm Road, 24/12 (DL/LKS/LBW/AOY).   Singapore Avifauna Volume 19 No 4"
BLACK BAZA Aviceda leuphotes,2005-11-27,1,1 at Pulau Ubin,,"2 seen at Neo Tiew Lane 2, 30/10 (SBG).   7 at Pulau Ubin, 7/11 (LF), 5 seen flying south-west at Tuas West Drive, 11/11 (LKS), 2 low over the Seletar Expressway, 23/11 (AC), 12 at Lorong Halus, 26/11 (SA/LKS), 3 over Punggol, 27/11 (JC/LKS/NSC), 1 at Pulau Ubin, 27/11 (TSK) and 1 over Kranji Expressway, 29/11 (LKS).  2 at Dairy Farm Road, 24/12 (DL/LKS/LBW/AOY).   Singapore Avifauna Volume 19 No 4"
BLACK BAZA Aviceda leuphotes,2005-11-29,1,and 1 over Kranji Expressway,,"2 seen at Neo Tiew Lane 2, 30/10 (SBG).   7 at Pulau Ubin, 7/11 (LF), 5 seen flying south-west at Tuas West Drive, 11/11 (LKS), 2 low over the Seletar Expressway, 23/11 (AC), 12 at Lorong Halus, 26/11 (SA/LKS), 3 over Punggol, 27/11 (JC/LKS/NSC), 1 at Pulau Ubin, 27/11 (TSK) and 1 over Kranji Expressway, 29/11 (LKS).  2 at Dairy Farm Road, 24/12 (DL/LKS/LBW/AOY).   Singapore Avifauna Volume 19 No 4"
BLACK BAZA Aviceda leuphotes,2005-12-24,2,.  2 at Dairy Farm Road,,"2 seen at Neo Tiew Lane 2, 30/10 (SBG).   7 at Pulau Ubin, 7/11 (LF), 5 seen flying south-west at Tuas West Drive, 11/11 (LKS), 2 low over the Seletar Expressway, 23/11 (AC), 12 at Lorong Halus, 26/11 (SA/LKS), 3 over Punggol, 27/11 (JC/LKS/NSC), 1 at Pulau Ubin, 27/11 (TSK) and 1 over Kranji Expressway, 29/11 (LKS).  2 at Dairy Farm Road, 24/12 (DL/LKS/LBW/AOY).   Singapore Avifauna Volume 19 No 4"
ORIENTAL HONEY-BUZZARD Pernis ptiloryncus,2005-10-08,1,1 over Marina South,,"1 over Marina South, 8/10 (LKC) and 23/10 (AC/LKS/LBW). Also 1 at Neo Tiew Lane 2, 23/10 (LKK/SSL/TJL) and 1 at Ketam Quarry, Pulau Ubin, 27/10 (RT).  1 over Kent Ridge Park, 25/12 (AOY) and 1 at Changi North, 31/12 (DAJAC/AVC/HHC/KK/LKK/LKS/AOY/YCK)."
ORIENTAL HONEY-BUZZARD Pernis ptiloryncus,2005-10-23,1,and,,"1 over Marina South, 8/10 (LKC) and 23/10 (AC/LKS/LBW). Also 1 at Neo Tiew Lane 2, 23/10 (LKK/SSL/TJL) and 1 at Ketam Quarry, Pulau Ubin, 27/10 (RT).  1 over Kent Ridge Park, 25/12 (AOY) and 1 at Changi North, 31/12 (DAJAC/AVC/HHC/KK/LKK/LKS/AOY/YCK)."
ORIENTAL HONEY-BUZZARD Pernis ptiloryncus,2005-10-23,1,. Also 1 at Neo Tiew Lane 2,,"1 over Marina South, 8/10 (LKC) and 23/10 (AC/LKS/LBW). Also 1 at Neo Tiew Lane 2, 23/10 (LKK/SSL/TJL) and 1 at Ketam Quarry, Pulau Ubin, 27/10 (RT).  1 over Kent Ridge Park, 25/12 (AOY) and 1 at Changi North, 31/12 (DAJAC/AVC/HHC/KK/LKK/LKS/AOY/YCK)."
ORIENTAL HONEY-BUZZARD Pernis ptiloryncus,2005-10-27,1,"and 1 at Ketam Quarry, Pulau Ubin",,"1 over Marina South, 8/10 (LKC) and 23/10 (AC/LKS/LBW). Also 1 at Neo Tiew Lane 2, 23/10 (LKK/SSL/TJL) and 1 at Ketam Quarry, Pulau Ubin, 27/10 (RT).  1 over Kent Ridge Park, 25/12 (AOY) and 1 at Changi North, 31/12 (DAJAC/AVC/HHC/KK/LKK/LKS/AOY/YCK)."
ORIENTAL HONEY-BUZZARD Pernis ptiloryncus,2005-12-25,1,.  1 over Kent Ridge Park,,"1 over Marina South, 8/10 (LKC) and 23/10 (AC/LKS/LBW). Also 1 at Neo Tiew Lane 2, 23/10 (LKK/SSL/TJL) and 1 at Ketam Quarry, Pulau Ubin, 27/10 (RT).  1 over Kent Ridge Park, 25/12 (AOY) and 1 at Changi North, 31/12 (DAJAC/AVC/HHC/KK/LKK/LKS/AOY/YCK)."
ORIENTAL HONEY-BUZZARD Pernis ptiloryncus,2005-12-31,1,and 1 at Changi North,,"1 over Marina South, 8/10 (LKC) and 23/10 (AC/LKS/LBW). Also 1 at Neo Tiew Lane 2, 23/10 (LKK/SSL/TJL) and 1 at Ketam Quarry, Pulau Ubin, 27/10 (RT).  1 over Kent Ridge Park, 25/12 (AOY) and 1 at Changi North, 31/12 (DAJAC/AVC/HHC/KK/LKK/LKS/AOY/YCK)."
GREY-HEADED FISH-EAGLE /chthyophaga ichthyaetus,2005-10-01,2,2 seen at MacRitchie Reservoir,,"2 seen at MacRitchie Reservoir, 1/10 (TSK) and 1 at Sime Road, 9/10 (LF). Also 1 at BBNP, 26/10 (LF) and 29/10 (LBW/TPL/TJL).  1 at BBNP, 7/11 (LF)."
GREY-HEADED FISH-EAGLE /chthyophaga ichthyaetus,2005-10-09,1,and 1 at Sime Road,,"2 seen at MacRitchie Reservoir, 1/10 (TSK) and 1 at Sime Road, 9/10 (LF). Also 1 at BBNP, 26/10 (LF) and 29/10 (LBW/TPL/TJL).  1 at BBNP, 7/11 (LF)."
GREY-HEADED FISH-EAGLE /chthyophaga ichthyaetus,2005-10-26,1,. Also 1 at BBNP,,"2 seen at MacRitchie Reservoir, 1/10 (TSK) and 1 at Sime Road, 9/10 (LF). Also 1 at BBNP, 26/10 (LF) and 29/10 (LBW/TPL/TJL).  1 at BBNP, 7/11 (LF)."
GREY-HEADED FISH-EAGLE /chthyophaga ichthyaetus,2005-10-29,1,and,,"2 seen at MacRitchie Reservoir, 1/10 (TSK) and 1 at Sime Road, 9/10 (LF). Also 1 at BBNP, 26/10 (LF) and 29/10 (LBW/TPL/TJL).  1 at BBNP, 7/11 (LF)."
GREY-HEADED FISH-EAGLE /chthyophaga ichthyaetus,2005-11-07,1,.  1 at BBNP,,"2 seen at MacRitchie Reservoir, 1/10 (TSK) and 1 at Sime Road, 9/10 (LF). Also 1 at BBNP, 26/10 (LF) and 29/10 (LBW/TPL/TJL).  1 at BBNP, 7/11 (LF)."
SHORT-TOED SNAKE-EAGLE Circaetus gallicus,2005-10-23,1,1 over Neo Tiew Lane 2,,"1 over Neo Tiew Lane 2, 23/10 (LKK/SSL/TJL).  1 dark morph seen circling low and then heading south-west at Tuas West Drive, 11/11 (LKS)."
SHORT-TOED SNAKE-EAGLE Circaetus gallicus,2005-11-11,1,.  1 dark morph seen circling low and then heading south-west at Tuas West Drive,,"1 over Neo Tiew Lane 2, 23/10 (LKK/SSL/TJL).  1 dark morph seen circling low and then heading south-west at Tuas West Drive, 11/11 (LKS)."
CRESTED SERPENT-EAGLE Spilornis cheela,2005-10-08,1,1 at Nee Soon,,"1 at Nee Soon, 8/10 (CCK/TSK)."
JAPANESE SPARROWHAWK Accipiter gularis,2005-10-06,1,First arrival: 1 at Changi,,"First arrival: 1 at Changi, 6/10 (LF). Also 1 at Kranji Nature Trail, 9/10 (LKS)."
JAPANESE SPARROWHAWK Accipiter gularis,2005-10-09,1,. Also 1 at Kranji Nature Trail,,"First arrival: 1 at Changi, 6/10 (LF). Also 1 at Kranji Nature Trail, 9/10 (LKS)."
COMMON BUZZARD Buteo buteo,2005-10-23,1,1 dark morph seen at Changi South,,"1 dark morph seen at Changi South, 23/10 (AC/LKS/LBW).   2 seen, 1 of which was mobbing a Black-winged Kite, at Changi North, 19/11 (DA/LKS). Another light phase bird was also seen perched on a fence along Changi Coast Road on 26/11 (AC)  1 at Changi North, 10/12 (AC/AVC/LKK), 18/12 (DA/LKS) and 31/12 (DAJAC/AVC/HHC/KK/LKK/LKS/AOY/YCK)."
COMMON BUZZARD Buteo buteo,2005-11-19,2,".   2 seen, 1 of which was mobbing a Black-winged Kite, at Changi North",,"1 dark morph seen at Changi South, 23/10 (AC/LKS/LBW).   2 seen, 1 of which was mobbing a Black-winged Kite, at Changi North, 19/11 (DA/LKS). Another light phase bird was also seen perched on a fence along Changi Coast Road on 26/11 (AC)  1 at Changi North, 10/12 (AC/AVC/LKK), 18/12 (DA/LKS) and 31/12 (DAJAC/AVC/HHC/KK/LKK/LKS/AOY/YCK)."
COMMON BUZZARD Buteo buteo,2005-11-26,1,. 1 light phase bird was also seen perched on a fence along Changi Coast Road on,,"1 dark morph seen at Changi South, 23/10 (AC/LKS/LBW).   2 seen, 1 of which was mobbing a Black-winged Kite, at Changi North, 19/11 (DA/LKS). Another light phase bird was also seen perched on a fence along Changi Coast Road on 26/11 (AC)  1 at Changi North, 10/12 (AC/AVC/LKK), 18/12 (DA/LKS) and 31/12 (DAJAC/AVC/HHC/KK/LKK/LKS/AOY/YCK)."
COMMON BUZZARD Buteo buteo,2005-12-10,1,1 at Changi North,,"1 dark morph seen at Changi South, 23/10 (AC/LKS/LBW).   2 seen, 1 of which was mobbing a Black-winged Kite, at Changi North, 19/11 (DA/LKS). Another light phase bird was also seen perched on a fence along Changi Coast Road on 26/11 (AC)  1 at Changi North, 10/12 (AC/AVC/LKK), 18/12 (DA/LKS) and 31/12 (DAJAC/AVC/HHC/KK/LKK/LKS/AOY/YCK)."
COMMON BUZZARD Buteo buteo,2005-12-18,1,,,"1 dark morph seen at Changi South, 23/10 (AC/LKS/LBW).   2 seen, 1 of which was mobbing a Black-winged Kite, at Changi North, 19/11 (DA/LKS). Another light phase bird was also seen perched on a fence along Changi Coast Road on 26/11 (AC)  1 at Changi North, 10/12 (AC/AVC/LKK), 18/12 (DA/LKS) and 31/12 (DAJAC/AVC/HHC/KK/LKK/LKS/AOY/YCK)."
COMMON BUZZARD Buteo buteo,2005-12-31,1,and,,"1 dark morph seen at Changi South, 23/10 (AC/LKS/LBW).   2 seen, 1 of which was mobbing a Black-winged Kite, at Changi North, 19/11 (DA/LKS). Another light phase bird was also seen perched on a fence along Changi Coast Road on 26/11 (AC)  1 at Changi North, 10/12 (AC/AVC/LKK), 18/12 (DA/LKS) and 31/12 (DAJAC/AVC/HHC/KK/LKK/LKS/AOY/YCK)."
SHORT-TOED EAGLE Hieraaetus kienerii,2005-10-23,1,1 juvenile seen at BBNP,,"1 juvenile seen at BBNP, 23/10 (ACW/LKC/YDL)."
CHANGEABLE HAWK-EAGLE Spizaetus cirrhatus,2005-10-22,1,1 pale morph seen attacking and snatching a Marsh Sandpiper from a flock of roosting shorebirds at SBWR,,"1 pale morph seen attacking and snatching a Marsh Sandpiper from a flock of roosting shorebirds at SBWR, 22/10 (LKS). Another pale morph at Sime Road, 23/10 (AC/LKS/LBW), 1 (pale morph) at Ketam Quarry, Pulau Ubin on 27/10 (RT), 1 dark moph seen at Botanic Gardens, 29/10 (TKH), 1 at BBNP, 29/10 (LBW/TJL) and 1 (dark morph) seen in a/bizia woods at Neo Tiew Lane 2, 30/10 (SBG).      Singapore Avifauna Volume 19 No 4   1 dark morph seen over Bukit Timah Expressway (near KJE Exit) on 3/12 (LKS), 1 (dark morph) over BBNP, 3/12 (DA/LKS) and 1 light morph at Hindhede Nature Park, 11/12 (AC/TPL/TBL/TJL). At Changi North, 1 pale adult was seen on 4/12 (JC/LKS/LBW) and 2 birds (1 white, 1 dark) on 10/12 (AC/AVC/LKk). Also 1 heard at BTNR, 24/12 (LKS)."
CHANGEABLE HAWK-EAGLE Spizaetus cirrhatus,2005-10-23,1,. 1 pale morph at Sime Road,,"1 pale morph seen attacking and snatching a Marsh Sandpiper from a flock of roosting shorebirds at SBWR, 22/10 (LKS). Another pale morph at Sime Road, 23/10 (AC/LKS/LBW), 1 (pale morph) at Ketam Quarry, Pulau Ubin on 27/10 (RT), 1 dark moph seen at Botanic Gardens, 29/10 (TKH), 1 at BBNP, 29/10 (LBW/TJL) and 1 (dark morph) seen in a/bizia woods at Neo Tiew Lane 2, 30/10 (SBG).      Singapore Avifauna Volume 19 No 4   1 dark morph seen over Bukit Timah Expressway (near KJE Exit) on 3/12 (LKS), 1 (dark morph) over BBNP, 3/12 (DA/LKS) and 1 light morph at Hindhede Nature Park, 11/12 (AC/TPL/TBL/TJL). At Changi North, 1 pale adult was seen on 4/12 (JC/LKS/LBW) and 2 birds (1 white, 1 dark) on 10/12 (AC/AVC/LKk). Also 1 heard at BTNR, 24/12 (LKS)."
CHANGEABLE HAWK-EAGLE Spizaetus cirrhatus,2005-10-27,1,"1 (pale morph) at Ketam Quarry, Pulau Ubin on",,"1 pale morph seen attacking and snatching a Marsh Sandpiper from a flock of roosting shorebirds at SBWR, 22/10 (LKS). Another pale morph at Sime Road, 23/10 (AC/LKS/LBW), 1 (pale morph) at Ketam Quarry, Pulau Ubin on 27/10 (RT), 1 dark moph seen at Botanic Gardens, 29/10 (TKH), 1 at BBNP, 29/10 (LBW/TJL) and 1 (dark morph) seen in a/bizia woods at Neo Tiew Lane 2, 30/10 (SBG).      Singapore Avifauna Volume 19 No 4   1 dark morph seen over Bukit Timah Expressway (near KJE Exit) on 3/12 (LKS), 1 (dark morph) over BBNP, 3/12 (DA/LKS) and 1 light morph at Hindhede Nature Park, 11/12 (AC/TPL/TBL/TJL). At Changi North, 1 pale adult was seen on 4/12 (JC/LKS/LBW) and 2 birds (1 white, 1 dark) on 10/12 (AC/AVC/LKk). Also 1 heard at BTNR, 24/12 (LKS)."
CHANGEABLE HAWK-EAGLE Spizaetus cirrhatus,2005-10-29,1,1 dark moph seen at Botanic Gardens,,"1 pale morph seen attacking and snatching a Marsh Sandpiper from a flock of roosting shorebirds at SBWR, 22/10 (LKS). Another pale morph at Sime Road, 23/10 (AC/LKS/LBW), 1 (pale morph) at Ketam Quarry, Pulau Ubin on 27/10 (RT), 1 dark moph seen at Botanic Gardens, 29/10 (TKH), 1 at BBNP, 29/10 (LBW/TJL) and 1 (dark morph) seen in a/bizia woods at Neo Tiew Lane 2, 30/10 (SBG).      Singapore Avifauna Volume 19 No 4   1 dark morph seen over Bukit Timah Expressway (near KJE Exit) on 3/12 (LKS), 1 (dark morph) over BBNP, 3/12 (DA/LKS) and 1 light morph at Hindhede Nature Park, 11/12 (AC/TPL/TBL/TJL). At Changi North, 1 pale adult was seen on 4/12 (JC/LKS/LBW) and 2 birds (1 white, 1 dark) on 10/12 (AC/AVC/LKk). Also 1 heard at BTNR, 24/12 (LKS)."
CHANGEABLE HAWK-EAGLE Spizaetus cirrhatus,2005-10-29,1,1 at BBNP,,"1 pale morph seen attacking and snatching a Marsh Sandpiper from a flock of roosting shorebirds at SBWR, 22/10 (LKS). Another pale morph at Sime Road, 23/10 (AC/LKS/LBW), 1 (pale morph) at Ketam Quarry, Pulau Ubin on 27/10 (RT), 1 dark moph seen at Botanic Gardens, 29/10 (TKH), 1 at BBNP, 29/10 (LBW/TJL) and 1 (dark morph) seen in a/bizia woods at Neo Tiew Lane 2, 30/10 (SBG).      Singapore Avifauna Volume 19 No 4   1 dark morph seen over Bukit Timah Expressway (near KJE Exit) on 3/12 (LKS), 1 (dark morph) over BBNP, 3/12 (DA/LKS) and 1 light morph at Hindhede Nature Park, 11/12 (AC/TPL/TBL/TJL). At Changi North, 1 pale adult was seen on 4/12 (JC/LKS/LBW) and 2 birds (1 white, 1 dark) on 10/12 (AC/AVC/LKk). Also 1 heard at BTNR, 24/12 (LKS)."
CHANGEABLE HAWK-EAGLE Spizaetus cirrhatus,2005-10-30,1,and 1 (dark morph) seen in a/bizia woods at Neo Tiew Lane 2,,"1 pale morph seen attacking and snatching a Marsh Sandpiper from a flock of roosting shorebirds at SBWR, 22/10 (LKS). Another pale morph at Sime Road, 23/10 (AC/LKS/LBW), 1 (pale morph) at Ketam Quarry, Pulau Ubin on 27/10 (RT), 1 dark moph seen at Botanic Gardens, 29/10 (TKH), 1 at BBNP, 29/10 (LBW/TJL) and 1 (dark morph) seen in a/bizia woods at Neo Tiew Lane 2, 30/10 (SBG).      Singapore Avifauna Volume 19 No 4   1 dark morph seen over Bukit Timah Expressway (near KJE Exit) on 3/12 (LKS), 1 (dark morph) over BBNP, 3/12 (DA/LKS) and 1 light morph at Hindhede Nature Park, 11/12 (AC/TPL/TBL/TJL). At Changi North, 1 pale adult was seen on 4/12 (JC/LKS/LBW) and 2 birds (1 white, 1 dark) on 10/12 (AC/AVC/LKk). Also 1 heard at BTNR, 24/12 (LKS)."
CHANGEABLE HAWK-EAGLE Spizaetus cirrhatus,2005-12-03,1,.       Volume 19 No 4   1 dark morph seen over Bukit Timah Expressway (near KJE Exit) on,,"1 pale morph seen attacking and snatching a Marsh Sandpiper from a flock of roosting shorebirds at SBWR, 22/10 (LKS). Another pale morph at Sime Road, 23/10 (AC/LKS/LBW), 1 (pale morph) at Ketam Quarry, Pulau Ubin on 27/10 (RT), 1 dark moph seen at Botanic Gardens, 29/10 (TKH), 1 at BBNP, 29/10 (LBW/TJL) and 1 (dark morph) seen in a/bizia woods at Neo Tiew Lane 2, 30/10 (SBG).      Singapore Avifauna Volume 19 No 4   1 dark morph seen over Bukit Timah Expressway (near KJE Exit) on 3/12 (LKS), 1 (dark morph) over BBNP, 3/12 (DA/LKS) and 1 light morph at Hindhede Nature Park, 11/12 (AC/TPL/TBL/TJL). At Changi North, 1 pale adult was seen on 4/12 (JC/LKS/LBW) and 2 birds (1 white, 1 dark) on 10/12 (AC/AVC/LKk). Also 1 heard at BTNR, 24/12 (LKS)."
CHANGEABLE HAWK-EAGLE Spizaetus cirrhatus,2005-12-03,1,1 (dark morph) over BBNP,,"1 pale morph seen attacking and snatching a Marsh Sandpiper from a flock of roosting shorebirds at SBWR, 22/10 (LKS). Another pale morph at Sime Road, 23/10 (AC/LKS/LBW), 1 (pale morph) at Ketam Quarry, Pulau Ubin on 27/10 (RT), 1 dark moph seen at Botanic Gardens, 29/10 (TKH), 1 at BBNP, 29/10 (LBW/TJL) and 1 (dark morph) seen in a/bizia woods at Neo Tiew Lane 2, 30/10 (SBG).      Singapore Avifauna Volume 19 No 4   1 dark morph seen over Bukit Timah Expressway (near KJE Exit) on 3/12 (LKS), 1 (dark morph) over BBNP, 3/12 (DA/LKS) and 1 light morph at Hindhede Nature Park, 11/12 (AC/TPL/TBL/TJL). At Changi North, 1 pale adult was seen on 4/12 (JC/LKS/LBW) and 2 birds (1 white, 1 dark) on 10/12 (AC/AVC/LKk). Also 1 heard at BTNR, 24/12 (LKS)."
CHANGEABLE HAWK-EAGLE Spizaetus cirrhatus,2005-12-11,1,and 1 light morph at Hindhede Nature Park,,"1 pale morph seen attacking and snatching a Marsh Sandpiper from a flock of roosting shorebirds at SBWR, 22/10 (LKS). Another pale morph at Sime Road, 23/10 (AC/LKS/LBW), 1 (pale morph) at Ketam Quarry, Pulau Ubin on 27/10 (RT), 1 dark moph seen at Botanic Gardens, 29/10 (TKH), 1 at BBNP, 29/10 (LBW/TJL) and 1 (dark morph) seen in a/bizia woods at Neo Tiew Lane 2, 30/10 (SBG).      Singapore Avifauna Volume 19 No 4   1 dark morph seen over Bukit Timah Expressway (near KJE Exit) on 3/12 (LKS), 1 (dark morph) over BBNP, 3/12 (DA/LKS) and 1 light morph at Hindhede Nature Park, 11/12 (AC/TPL/TBL/TJL). At Changi North, 1 pale adult was seen on 4/12 (JC/LKS/LBW) and 2 birds (1 white, 1 dark) on 10/12 (AC/AVC/LKk). Also 1 heard at BTNR, 24/12 (LKS)."
CHANGEABLE HAWK-EAGLE Spizaetus cirrhatus,2005-12-04,1,". At Changi North, 1 pale adult was seen on",,"1 pale morph seen attacking and snatching a Marsh Sandpiper from a flock of roosting shorebirds at SBWR, 22/10 (LKS). Another pale morph at Sime Road, 23/10 (AC/LKS/LBW), 1 (pale morph) at Ketam Quarry, Pulau Ubin on 27/10 (RT), 1 dark moph seen at Botanic Gardens, 29/10 (TKH), 1 at BBNP, 29/10 (LBW/TJL) and 1 (dark morph) seen in a/bizia woods at Neo Tiew Lane 2, 30/10 (SBG).      Singapore Avifauna Volume 19 No 4   1 dark morph seen over Bukit Timah Expressway (near KJE Exit) on 3/12 (LKS), 1 (dark morph) over BBNP, 3/12 (DA/LKS) and 1 light morph at Hindhede Nature Park, 11/12 (AC/TPL/TBL/TJL). At Changi North, 1 pale adult was seen on 4/12 (JC/LKS/LBW) and 2 birds (1 white, 1 dark) on 10/12 (AC/AVC/LKk). Also 1 heard at BTNR, 24/12 (LKS)."
